CustomerID,Recency,Frequency,Monetary,AvgOrderValue,UniqueProducts,Cluster,Segment
10428,13,73,13593.44,186.21150684931507,73,3,💛 Loyal Customers
10429,1,65,32548.53,500.7466153846154,64,1,🏆 Champions
10430,2,130,39398.01,303.0616153846154,129,1,🏆 Champions
10431,217,9,522.17,58.01888888888888,9,0,⚠️  At Risk
10432,225,4,227.48000000000002,56.870000000000005,4,0,⚠️  At Risk
10433,1,120,39168.64,326.4053333333333,118,1,🏆 Champions
10434,1,204,66609.39,326.5166176470588,203,1,🏆 Champions
10435,292,3,92.91,30.97,3,0,⚠️  At Risk
10436,1,225,70631.49,312.52871681415934,224,1,🏆 Champions
10437,25,10,958.27,95.827,10,2,🔵 Potential
10438,205,13,519.85,39.98846153846154,13,0,⚠️  At Risk
10439,1,220,72463.89,329.3813181818182,219,1,🏆 Champions
10440,1,184,65087.37,353.73570652173913,184,1,🏆 Champions
10441,22,13,854.12,65.70153846153846,13,2,🔵 Potential
10442,14,38,7253.38,190.87842105263158,38,3,💛 Loyal Customers
10443,10,53,7208.53,133.4912962962963,54,3,💛 Loyal Customers
10444,44,6,417.25,69.54166666666667,6,2,🔵 Potential
10445,34,4,586.98,146.745,4,2,🔵 Potential
10446,2,3,500.93,166.97666666666666,3,2,🔵 Potential
10447,191,7,478.75,68.39285714285714,7,0,⚠️  At Risk
10448,10,37,9804.72,264.9924324324324,37,3,💛 Loyal Customers
10449,1,118,39886.979999999996,338.0252542372881,118,1,🏆 Champions
10450,171,8,402.38,50.2975,8,0,⚠️  At Risk
10451,92,21,3285.7000000000003,156.46190476190478,21,2,🔵 Potential
10452,80,24,2767.67,115.31958333333334,24,2,🔵 Potential
10453,9,4,298.52,74.63,4,2,🔵 Potential
10454,1,142,46822.01,329.7324647887324,141,1,🏆 Champions
10455,63,29,2199.31,75.83827586206897,29,2,🔵 Potential
10456,1,156,49556.51,317.6699358974359,155,1,🏆 Champions
10457,67,23,2415.29,105.01260869565218,23,2,🔵 Potential
10458,1,163,60402.28,368.30658536585366,164,1,🏆 Champions
10459,1,122,39413.54,323.06180327868856,121,1,🏆 Champions
10460,2,165,54238.85,328.720303030303,165,1,🏆 Champions
10461,228,15,729.54,48.635999999999996,14,0,⚠️  At Risk
10462,162,10,520.54,52.053999999999995,10,0,⚠️  At Risk
10463,63,29,2810.19,96.90310344827586,29,2,🔵 Potential
10464,7,4,1263.82,315.955,4,2,🔵 Potential
10465,17,51,12689.06,248.80509803921566,51,3,💛 Loyal Customers
10466,17,56,11106.8,198.33571428571426,56,3,💛 Loyal Customers
10467,20,8,536.4100000000001,67.05125000000001,8,2,🔵 Potential
10468,12,29,8115.29,279.83758620689656,29,3,💛 Loyal Customers
10469,23,6,1095.66,182.61,6,2,🔵 Potential
10470,4,91,29708.7,326.46923076923076,91,1,🏆 Champions
10471,30,2,176.48,88.24,2,2,🔵 Potential
10472,1,161,52473.270000000004,325.92093167701864,160,1,🏆 Champions
10473,3,3,638.74,212.91333333333333,3,2,🔵 Potential
10474,60,32,3827.66,119.614375,32,2,🔵 Potential
10475,3,2,474.93999999999994,237.46999999999997,2,2,🔵 Potential
10476,1,120,45083.18,375.6931666666667,120,1,🏆 Champions
10477,81,30,2698.37,89.94566666666667,30,2,🔵 Potential
10478,4,6,606.5899999999999,101.09833333333331,6,2,🔵 Potential
10479,61,21,3157.17,150.34142857142857,21,2,🔵 Potential
10480,175,11,691.76,62.88727272727272,10,0,⚠️  At Risk
10481,288,2,212.94,106.47,2,0,⚠️  At Risk
10482,74,23,2648.86,115.16782608695652,23,2,🔵 Potential
10483,150,14,500.90999999999997,35.77928571428571,14,0,⚠️  At Risk
10484,65,30,3248.94,108.298,30,2,🔵 Potential
10485,26,8,571.41,71.42625,8,2,🔵 Potential
10486,1,121,42503.01,351.2645454545455,121,1,🏆 Champions
10487,23,49,10400.09,212.24673469387756,48,3,💛 Loyal Customers
10488,20,2,195.22000000000003,97.61000000000001,2,2,🔵 Potential
10489,38,8,800.17,100.02125,8,2,🔵 Potential
10490,79,19,3768.03,198.31736842105263,19,2,🔵 Potential
10491,160,16,608.5799999999999,38.036249999999995,16,0,⚠️  At Risk
10492,13,55,10371.61,188.57472727272727,54,3,💛 Loyal Customers
10493,10,45,13145.8,292.12888888888887,45,3,💛 Loyal Customers
10494,64,28,2044.2,73.00714285714285,28,2,🔵 Potential
10495,18,39,8138.64,208.68307692307692,39,3,💛 Loyal Customers
10496,63,22,2450.12,111.3690909090909,22,2,🔵 Potential
10497,2,98,33910.19,346.0223469387755,98,1,🏆 Champions
10498,3,9,1113.34,123.70444444444443,9,2,🔵 Potential
10499,27,9,708.95,78.77222222222223,9,2,🔵 Potential
10500,186,12,520.17,43.3475,12,0,⚠️  At Risk
10501,61,25,4115.55,164.622,25,2,🔵 Potential
10502,15,57,12626.21,221.51245614035085,57,3,💛 Loyal Customers
10503,33,11,925.75,84.1590909090909,11,2,🔵 Potential
10504,361,5,237.76,47.552,5,0,⚠️  At Risk
10505,12,62,9188.09,148.195,61,3,💛 Loyal Customers
10506,16,7,538.3299999999999,76.9042857142857,7,2,🔵 Potential
10507,41,6,366.07,61.01166666666666,6,2,🔵 Potential
10508,32,7,964.91,137.84428571428572,7,2,🔵 Potential
10509,294,1,381.94,381.94,1,0,⚠️  At Risk
10510,163,4,126.76,31.69,4,0,⚠️  At Risk
10511,75,36,2951.31,81.98083333333334,35,2,🔵 Potential
10512,16,6,413.86,68.97666666666667,6,2,🔵 Potential
10513,1,2,417.68,208.84,2,2,🔵 Potential
10514,1,94,30189.08,321.16042553191494,94,1,🏆 Champions
10515,1,151,45635.37,302.22099337748347,150,1,🏆 Champions
10516,15,45,7150.2,158.89333333333332,45,3,💛 Loyal Customers
10517,8,3,850.64,283.5466666666667,3,2,🔵 Potential
10518,31,5,500.08000000000004,100.016,5,2,🔵 Potential
10519,11,46,7501.6900000000005,163.08021739130436,46,3,💛 Loyal Customers
10520,81,25,3601.0299999999997,144.0412,25,2,🔵 Potential
10521,16,85,12666.64,149.01929411764706,85,3,💛 Loyal Customers
10522,35,4,274.42,68.605,4,2,🔵 Potential
10523,14,1,223.0,223.0,1,2,🔵 Potential
10524,11,5,451.15000000000003,90.23,5,2,🔵 Potential
10525,62,40,3139.62,78.4905,38,2,🔵 Potential
10526,63,31,3899.05,125.77580645161291,31,2,🔵 Potential
10527,11,50,9394.08,187.8816,50,3,💛 Loyal Customers
10528,3,79,39415.58,498.9313924050633,79,1,🏆 Champions
10529,25,1,171.75,171.75,1,2,🔵 Potential
10530,11,5,413.28000000000003,82.656,5,2,🔵 Potential
10531,13,4,245.92000000000002,61.480000000000004,4,2,🔵 Potential
10532,35,1,525.47,525.47,1,3,💛 Loyal Customers
10533,71,31,2989.2200000000003,96.42645161290324,31,2,🔵 Potential
10534,228,8,318.25,39.78125,8,0,⚠️  At Risk
10535,2,8,863.4100000000001,107.92625000000001,8,2,🔵 Potential
10536,14,5,181.07999999999998,36.215999999999994,5,2,🔵 Potential
10537,10,78,14307.33,183.4273076923077,77,3,💛 Loyal Customers
10538,88,11,3030.5299999999997,275.50272727272727,11,2,🔵 Potential
10539,3,84,28909.11,344.1560714285714,84,3,💛 Loyal Customers
10540,7,5,933.99,186.798,5,2,🔵 Potential
10541,222,6,272.21999999999997,45.37,6,0,⚠️  At Risk
10542,10,75,12684.77,169.13026666666667,74,3,💛 Loyal Customers
10543,303,7,256.96,36.708571428571425,7,0,⚠️  At Risk
10544,262,4,679.1800000000001,169.79500000000002,4,0,⚠️  At Risk
10545,13,59,14564.34,246.85322033898305,59,3,💛 Loyal Customers
10546,1,136,53659.63,394.55610294117645,133,1,🏆 Champions
10547,284,4,315.0,78.75,4,0,⚠️  At Risk
10548,71,21,3393.92,161.6152380952381,21,2,🔵 Potential
10549,151,7,131.17000000000002,18.73857142857143,7,0,⚠️  At Risk
10550,60,32,3198.2,99.94375,32,2,🔵 Potential
10551,40,7,490.9,70.12857142857142,7,2,🔵 Potential
10552,61,31,5818.9,187.7064516129032,31,2,🔵 Potential
10553,62,30,3119.06,103.96866666666666,30,2,🔵 Potential
10554,40,3,295.24,98.41333333333334,3,2,🔵 Potential
10555,80,13,3485.0099999999998,268.0776923076923,13,2,🔵 Potential
10556,1,152,60197.14,396.0338157894737,151,1,🏆 Champions
10557,1,150,56503.14,376.6876,149,1,🏆 Champions
10558,331,3,425.29,141.76333333333335,3,0,⚠️  At Risk
10559,353,1,97.97999999999999,97.97999999999999,1,0,⚠️  At Risk
10560,165,4,151.20999999999998,37.802499999999995,4,0,⚠️  At Risk
10561,15,34,7935.69,233.4026470588235,34,3,💛 Loyal Customers
10562,1,126,48758.85,386.97499999999997,125,1,🏆 Champions
10563,1,98,42943.31,438.19704081632653,97,1,🏆 Champions
10564,15,78,13725.37,175.96628205128206,77,3,💛 Loyal Customers
10565,68,21,3498.57,166.59857142857143,21,2,🔵 Potential
10566,11,63,14401.94,225.0303125,64,3,💛 Loyal Customers
10567,61,37,3226.4,87.2,37,2,🔵 Potential
10568,27,7,262.55,37.50714285714286,7,2,🔵 Potential
10569,12,63,9692.45,153.84841269841272,63,3,💛 Loyal Customers
10570,63,27,4666.44,172.83111111111108,27,2,🔵 Potential
10571,313,4,261.32000000000005,65.33000000000001,4,0,⚠️  At Risk
10572,11,51,9829.6,192.7372549019608,50,3,💛 Loyal Customers
10573,161,6,973.44,162.24,6,0,⚠️  At Risk
10574,39,4,429.91,107.4775,4,2,🔵 Potential
10575,18,6,585.3100000000001,97.55166666666668,6,2,🔵 Potential
10576,2,134,49179.98,367.014776119403,134,1,🏆 Champions
10577,14,3,451.76,150.58666666666667,3,2,🔵 Potential
10578,76,26,2600.05,100.00192307692308,26,2,🔵 Potential
10579,10,52,12506.96,240.5184615384615,52,3,💛 Loyal Customers
10580,62,24,2845.17,118.54875,24,2,🔵 Potential
10581,28,8,1271.87,158.98375,8,2,🔵 Potential
10582,74,28,3291.82,117.56500000000001,28,2,🔵 Potential
10583,21,58,8001.12,137.9503448275862,58,3,💛 Loyal Customers
10584,165,4,169.85,42.4625,4,0,⚠️  At Risk
10585,10,71,15572.84,219.33577464788732,71,3,💛 Loyal Customers
10586,1,140,52115.12,372.25085714285717,140,1,🏆 Champions
10587,1,87,33927.49,389.9711494252873,87,1,🏆 Champions
10588,1,146,46163.909999999996,316.1911643835616,146,1,🏆 Champions
10589,10,75,12129.15,161.722,75,3,💛 Loyal Customers
10590,1,139,54549.3,392.4410071942446,138,1,🏆 Champions
10591,160,17,723.35,42.550000000000004,17,0,⚠️  At Risk
10592,19,28,6740.77,240.74178571428573,28,3,💛 Loyal Customers
10593,11,39,8297.35,212.75256410256412,38,3,💛 Loyal Customers
10594,13,2,519.6,259.8,2,2,🔵 Potential
10595,67,16,2421.66,151.35375,16,2,🔵 Potential
10596,292,10,409.17,40.917,10,0,⚠️  At Risk
10597,17,55,12560.9,228.38,55,3,💛 Loyal Customers
10598,11,65,15754.94,242.38369230769231,65,3,💛 Loyal Customers
10599,2,199,64613.48,323.0674,199,1,🏆 Champions
10600,12,74,11921.289999999999,161.0985135135135,74,3,💛 Loyal Customers
10601,14,86,14158.47,164.63337209302324,85,3,💛 Loyal Customers
10602,16,69,11232.8,162.7942028985507,69,3,💛 Loyal Customers
10603,2,109,36595.9,335.7422018348624,109,1,🏆 Champions
10604,1,92,30440.11,327.3130107526882,92,1,🏆 Champions
10605,97,27,4358.49,161.42555555555555,27,2,🔵 Potential
10606,11,55,9020.43,164.00781818181818,55,3,💛 Loyal Customers
10607,12,34,9070.710000000001,266.78558823529414,34,3,💛 Loyal Customers
10608,60,32,4032.4700000000003,126.01468750000001,32,2,🔵 Potential
10609,180,7,674.01,96.28714285714285,7,0,⚠️  At Risk
10610,1,211,64301.33,304.74563981042655,208,1,🏆 Champions
10611,219,2,89.2,44.6,2,0,⚠️  At Risk
10612,296,16,712.36,44.5225,16,0,⚠️  At Risk
10613,2,127,41094.21,323.5764566929134,127,1,🏆 Champions
10614,37,6,276.52,46.086666666666666,6,2,🔵 Potential
10615,44,4,475.78,118.945,4,2,🔵 Potential
10616,1,188,74168.76,394.5146808510638,187,1,🏆 Champions
10617,11,48,11450.01,238.541875,48,3,💛 Loyal Customers
10618,28,2,112.16999999999999,56.084999999999994,2,2,🔵 Potential
10619,172,7,201.83,28.832857142857144,7,0,⚠️  At Risk
10620,11,35,6456.97,184.48485714285715,35,3,💛 Loyal Customers
10621,12,43,9714.91,225.9281395348837,43,3,💛 Loyal Customers
10622,10,73,14897.55,204.07602739726028,73,3,💛 Loyal Customers
10623,87,36,3300.02,91.66722222222222,36,2,🔵 Potential
10624,170,5,573.68,114.73599999999999,5,0,⚠️  At Risk
10625,11,74,14599.31,197.28797297297297,74,3,💛 Loyal Customers
10626,64,23,2697.2200000000003,117.2704347826087,23,2,🔵 Potential
10627,176,4,367.46,91.865,4,0,⚠️  At Risk
10628,1,97,39977.85,412.1427835051546,97,1,🏆 Champions
10629,14,62,11433.81,184.41629032258064,62,3,💛 Loyal Customers
10630,265,4,689.7600000000001,172.44000000000003,4,0,⚠️  At Risk
10631,16,5,539.27,107.854,5,2,🔵 Potential
10632,74,16,2597.48,162.3425,16,2,🔵 Potential
10633,71,39,2717.59,69.68179487179488,39,2,🔵 Potential
10634,1,176,54525.799999999996,309.80568181818177,175,1,🏆 Champions
10635,77,33,4564.0199999999995,138.30363636363634,33,2,🔵 Potential
10636,105,13,2658.75,204.51923076923077,13,2,🔵 Potential
10637,10,88,14861.4,168.87954545454545,88,3,💛 Loyal Customers
10638,15,46,7834.7699999999995,170.32108695652173,46,3,💛 Loyal Customers
10639,11,64,14976.08,230.40123076923078,63,3,💛 Loyal Customers
10640,3,127,41420.43,326.14511811023624,126,1,🏆 Champions
10641,21,60,10027.33,167.12216666666666,60,3,💛 Loyal Customers
10642,12,46,8480.58,184.3604347826087,46,3,💛 Loyal Customers
10643,11,60,10112.289999999999,168.53816666666665,60,3,💛 Loyal Customers
10644,1,119,43922.9,369.1,119,1,🏆 Champions
10645,17,10,725.39,72.539,10,2,🔵 Potential
10646,77,21,2902.95,138.23571428571427,21,2,🔵 Potential
10647,161,6,211.22,35.20333333333333,6,0,⚠️  At Risk
10648,290,9,342.9,38.099999999999994,9,0,⚠️  At Risk
10649,65,43,3879.6800000000003,90.22511627906978,43,2,🔵 Potential
10650,1,113,39118.48,346.1812389380531,112,1,🏆 Champions
10651,60,40,4550.99,113.77475,40,2,🔵 Potential
10652,69,32,5103.63,159.4884375,32,2,🔵 Potential
10653,284,5,358.51,71.702,5,0,⚠️  At Risk
10654,60,30,3843.5699999999997,128.119,30,2,🔵 Potential
10655,1,120,38134.03,317.7835833333333,119,1,🏆 Champions
10656,12,79,14805.699999999999,187.4139240506329,79,3,💛 Loyal Customers
10657,16,31,8483.039999999999,273.6464516129032,31,3,💛 Loyal Customers
10658,219,10,416.0,41.6,10,0,⚠️  At Risk
10659,73,18,2225.27,123.62611111111111,18,2,🔵 Potential
10660,13,38,6971.08,183.44947368421052,38,3,💛 Loyal Customers
10661,10,8,943.3400000000001,117.91750000000002,8,2,🔵 Potential
10662,207,5,570.47,114.09400000000001,5,0,⚠️  At Risk
10663,10,50,10471.98,209.43959999999998,50,3,💛 Loyal Customers
10664,1,128,47207.34,368.80734375,127,1,🏆 Champions
10665,12,69,11452.66,165.98057971014492,69,3,💛 Loyal Customers
10666,13,43,7254.68,168.71348837209302,42,3,💛 Loyal Customers
10667,23,75,12320.89,164.2785333333333,74,3,💛 Loyal Customers
10668,10,61,13259.33,217.3660655737705,60,3,💛 Loyal Customers
10669,14,79,12542.02,158.75974683544305,78,3,💛 Loyal Customers
10670,10,62,11672.4,188.26451612903224,62,3,💛 Loyal Customers
10671,11,9,1055.05,117.22777777777777,9,2,🔵 Potential
10672,1,166,69322.2,415.102994011976,165,1,🏆 Champions
10673,85,14,2511.85,179.41785714285714,14,2,🔵 Potential
10674,76,30,1911.1100000000001,63.70366666666667,30,2,🔵 Potential
10675,25,11,648.61,58.96454545454546,11,2,🔵 Potential
10676,2,195,70195.37,359.9762564102564,195,1,🏆 Champions
10677,13,62,10285.21,165.89048387096773,62,3,💛 Loyal Customers
10678,35,4,648.71,162.1775,4,2,🔵 Potential
10679,27,2,461.51,230.755,2,2,🔵 Potential
10680,2,5,739.0899999999999,147.81799999999998,5,2,🔵 Potential
10681,11,51,9845.0,193.0392156862745,51,3,💛 Loyal Customers
10682,12,56,10744.52,191.86642857142857,55,3,💛 Loyal Customers
10683,176,5,172.15,34.43,5,0,⚠️  At Risk
10684,10,4,373.74,93.435,4,2,🔵 Potential
10685,76,13,2412.24,185.55692307692306,13,2,🔵 Potential
10686,76,38,3136.1,82.52894736842104,38,2,🔵 Potential
10687,15,51,8279.55,162.34411764705882,51,3,💛 Loyal Customers
10688,280,6,531.05,88.50833333333333,6,0,⚠️  At Risk
10689,10,66,13888.48,210.43151515151516,66,3,💛 Loyal Customers
10690,12,54,9553.59,176.91833333333332,54,3,💛 Loyal Customers
10691,61,20,3219.43,160.9715,20,2,🔵 Potential
10692,64,24,2797.6,116.56666666666666,24,2,🔵 Potential
10693,10,53,11065.06,208.77471698113206,53,3,💛 Loyal Customers
10694,1,147,48654.27,330.9814285714285,147,1,🏆 Champions
10695,162,8,503.44,62.93,8,0,⚠️  At Risk
10696,10,73,14066.41,192.69054794520548,73,3,💛 Loyal Customers
10697,74,37,4514.0,122.0,37,2,🔵 Potential
10698,16,47,7597.41,161.64702127659575,47,3,💛 Loyal Customers
10699,62,24,2984.08,124.33666666666666,24,2,🔵 Potential
10700,91,20,2365.02,118.251,20,2,🔵 Potential
10701,1,115,39191.23,340.7933043478261,115,1,🏆 Champions
10702,11,55,10234.51,186.082,55,3,💛 Loyal Customers
10703,1,164,53619.49,326.94810975609755,163,1,🏆 Champions
10704,2,153,51508.38,336.6560784313725,152,1,🏆 Champions
10705,19,5,681.25,136.25,5,2,🔵 Potential
10706,11,73,13237.18,181.33123287671233,73,3,💛 Loyal Customers
10707,8,4,744.28,186.07,4,2,🔵 Potential
10708,17,66,12986.02,196.75787878787878,65,3,💛 Loyal Customers
10709,235,18,745.28,41.404444444444444,18,0,⚠️  At Risk
10710,163,15,754.35,50.29,15,0,⚠️  At Risk
10711,61,29,4233.59,145.98586206896553,29,2,🔵 Potential
10712,68,26,4637.28,178.35692307692307,26,2,🔵 Potential
10713,103,26,2858.91,109.95807692307692,26,2,🔵 Potential
10714,11,44,8577.65,194.9465909090909,44,3,💛 Loyal Customers
10715,23,9,541.49,60.16555555555556,9,2,🔵 Potential
10716,40,6,223.28000000000003,37.21333333333334,6,2,🔵 Potential
10717,10,6,517.69,86.28166666666668,6,2,🔵 Potential
10718,2,87,33086.65,380.30632183908045,85,1,🏆 Champions
10719,182,9,262.62,29.18,9,0,⚠️  At Risk
10720,11,5,289.82,57.964,5,2,🔵 Potential
10721,14,42,8174.71,194.63595238095238,42,3,💛 Loyal Customers
10722,1,103,33067.63,321.0449514563106,102,1,🏆 Champions
10723,192,7,476.16999999999996,68.02428571428571,7,0,⚠️  At Risk
10724,87,29,3521.8500000000004,121.44310344827588,29,2,🔵 Potential
10725,44,5,458.40999999999997,91.68199999999999,5,2,🔵 Potential
10726,2,71,30491.87,429.4629577464789,71,1,🏆 Champions
10727,194,8,545.19,68.14875,8,0,⚠️  At Risk
10728,23,61,11333.13,185.7890163934426,61,3,💛 Loyal Customers
10729,14,38,9898.18,260.4784210526316,38,3,💛 Loyal Customers
10730,11,42,7685.04,182.97714285714287,42,3,💛 Loyal Customers
10731,9,6,306.52,51.086666666666666,6,2,🔵 Potential
10732,177,3,497.31000000000006,165.77,3,0,⚠️  At Risk
10733,69,36,3267.07,90.75194444444445,36,2,🔵 Potential
10734,10,49,8400.7,171.44285714285715,49,3,💛 Loyal Customers
10735,35,7,427.65,61.09285714285714,7,2,🔵 Potential
10736,12,65,11428.64,175.82523076923076,64,3,💛 Loyal Customers
10737,18,8,777.98,97.2475,8,2,🔵 Potential
10738,74,22,3050.62,138.66454545454545,22,2,🔵 Potential
10739,11,52,9466.29,182.0440384615385,52,3,💛 Loyal Customers
10740,69,41,4359.71,106.33439024390243,41,2,🔵 Potential
10741,18,82,15438.82,188.27829268292683,81,3,💛 Loyal Customers
10742,152,16,868.0,54.25,16,0,⚠️  At Risk
10743,60,36,4676.15,129.89305555555555,36,2,🔵 Potential
10744,15,65,10580.17,162.77184615384616,65,3,💛 Loyal Customers
10745,10,10,442.88,44.288,10,2,🔵 Potential
10746,14,47,10141.66,215.78,46,3,💛 Loyal Customers
10747,60,21,3409.9300000000003,162.37761904761905,21,2,🔵 Potential
10748,9,8,1022.38,127.7975,8,2,🔵 Potential
10749,326,4,134.53,33.6325,4,0,⚠️  At Risk
10750,1,91,36687.08,403.1547252747253,90,1,🏆 Champions
10751,12,6,736.43,122.73833333333333,6,2,🔵 Potential
10752,183,15,680.74,45.382666666666665,15,0,⚠️  At Risk
10753,13,73,13618.68,186.55726027397262,73,3,💛 Loyal Customers
10754,3,74,26892.95,363.41824324324324,74,3,💛 Loyal Customers
10755,164,13,755.83,58.14076923076924,13,0,⚠️  At Risk
10756,316,4,228.21,57.0525,4,0,⚠️  At Risk
10757,81,19,3233.4900000000002,170.18368421052634,19,2,🔵 Potential
10758,10,10,691.9599999999999,69.196,10,2,🔵 Potential
10759,289,10,537.86,53.786,10,0,⚠️  At Risk
10760,16,79,11779.34,149.10556962025316,79,3,💛 Loyal Customers
10761,12,42,7997.86,190.4252380952381,42,3,💛 Loyal Customers
10762,13,62,12073.88,194.73999999999998,61,3,💛 Loyal Customers
10763,215,11,736.5500000000001,66.95909090909092,11,0,⚠️  At Risk
10764,1,177,69843.53,394.59621468926554,177,1,🏆 Champions
10765,60,18,3022.28,167.90444444444447,18,2,🔵 Potential
10766,286,15,779.65,51.97666666666667,15,0,⚠️  At Risk
10767,42,4,346.26,86.565,4,2,🔵 Potential
10768,10,73,13109.91,179.58780821917807,71,3,💛 Loyal Customers
10769,40,7,417.11,59.58714285714286,7,2,🔵 Potential
10770,3,139,45143.29,324.77187050359714,138,1,🏆 Champions
10771,23,7,272.51,38.93,7,2,🔵 Potential
10772,1,135,41469.18,307.1791111111111,134,1,🏆 Champions
10773,10,73,14269.66,195.47479452054793,72,3,💛 Loyal Customers
10774,157,14,576.9,41.207142857142856,14,0,⚠️  At Risk
10775,1,91,36682.159999999996,403.1006593406593,89,1,🏆 Champions
10776,11,67,14672.25,218.98880597014926,67,3,💛 Loyal Customers
10777,164,14,553.88,39.56285714285714,14,0,⚠️  At Risk
10778,361,7,328.38,46.91142857142857,7,0,⚠️  At Risk
10779,288,8,698.07,87.25875,8,0,⚠️  At Risk
10780,332,4,245.05,61.2625,4,0,⚠️  At Risk
10781,63,28,3748.94,133.8907142857143,28,2,🔵 Potential
10782,11,80,14794.38,184.92974999999998,79,3,💛 Loyal Customers
10783,10,42,9187.69,218.75452380952382,42,3,💛 Loyal Customers
10784,13,54,11538.9,213.68333333333334,53,3,💛 Loyal Customers
10785,14,7,553.46,79.0657142857143,7,2,🔵 Potential
10786,66,23,2384.54,103.67565217391304,23,2,🔵 Potential
10787,66,29,2671.75,92.12931034482759,29,2,🔵 Potential
10788,96,16,1930.32,120.645,16,2,🔵 Potential
10789,26,2,476.54999999999995,238.27499999999998,2,2,🔵 Potential
10790,20,41,8490.12,207.07609756097563,41,3,💛 Loyal Customers
10791,63,35,5589.09,159.6882857142857,35,2,🔵 Potential
10792,70,29,3357.75,115.78448275862068,29,2,🔵 Potential
10793,197,3,582.09,194.03,3,0,⚠️  At Risk
10794,2,108,39211.78,363.07203703703703,106,1,🏆 Champions
10795,37,7,273.73,39.104285714285716,7,2,🔵 Potential
10796,9,6,1044.3700000000001,174.0616666666667,6,2,🔵 Potential
10797,63,38,4097.23,107.82184210526314,38,2,🔵 Potential
10798,169,15,803.91,53.594,15,0,⚠️  At Risk
10799,7,12,503.90999999999997,41.9925,12,2,🔵 Potential
10800,211,4,291.02,72.755,4,0,⚠️  At Risk
10801,10,42,8772.32,208.8647619047619,42,3,💛 Loyal Customers
10802,69,24,3951.54,164.6475,24,2,🔵 Potential
10803,232,1,294.71999999999997,294.71999999999997,1,0,⚠️  At Risk
10804,66,39,3985.63,102.19564102564102,39,2,🔵 Potential
10805,190,5,250.42,50.083999999999996,5,0,⚠️  At Risk
10806,39,1,130.34,130.34,1,2,🔵 Potential
10807,6,11,676.03,61.45727272727272,11,2,🔵 Potential
10808,62,37,4127.07,111.54243243243242,36,2,🔵 Potential
10809,1,209,68755.56999999999,328.9740191387559,208,1,🏆 Champions
10810,33,4,224.64000000000001,56.160000000000004,4,2,🔵 Potential
10811,8,4,324.03,81.0075,4,2,🔵 Potential
10812,1,141,54728.44,388.1449645390071,140,1,🏆 Champions
10813,10,6,932.48,155.41333333333333,6,2,🔵 Potential
10814,24,5,215.25,43.05,5,2,🔵 Potential
10815,76,32,3494.21,109.1940625,32,2,🔵 Potential
10816,83,25,2799.79,111.9916,25,2,🔵 Potential
10817,13,57,12317.55,216.0973684210526,57,3,💛 Loyal Customers
10818,2,76,32395.73,426.2596052631579,76,1,🏆 Champions
10819,14,49,10498.33,214.25163265306122,49,3,💛 Loyal Customers
10820,24,5,563.9000000000001,112.78000000000002,5,2,🔵 Potential
10821,1,81,27989.09,345.5443209876543,81,3,💛 Loyal Customers
10822,14,51,10493.57,205.75627450980392,51,3,💛 Loyal Customers
10823,15,39,6978.5599999999995,178.93743589743588,39,3,💛 Loyal Customers
10824,77,36,4903.75,136.21527777777777,36,2,🔵 Potential
10825,7,7,454.1,64.87142857142858,7,2,🔵 Potential
10826,12,43,9249.36,215.10139534883723,43,3,💛 Loyal Customers
10827,16,38,8377.9,220.47105263157894,38,3,💛 Loyal Customers
10828,163,6,350.85,58.475,6,0,⚠️  At Risk
10829,79,18,2668.07,148.22611111111112,18,2,🔵 Potential
10830,12,50,11496.49,229.9298,50,3,💛 Loyal Customers
10831,60,36,3827.93,106.33138888888888,36,2,🔵 Potential
10832,1,160,58436.38,365.227375,160,1,🏆 Champions
10833,11,81,14753.68,182.1441975308642,81,3,💛 Loyal Customers
10834,70,27,2221.6,82.28148148148148,27,2,🔵 Potential
10835,109,17,3281.59,193.03470588235294,17,2,🔵 Potential
10836,17,4,241.99,60.4975,4,2,🔵 Potential
10837,10,58,12000.92,206.91241379310344,58,3,💛 Loyal Customers
10838,79,22,3554.67,161.5759090909091,22,2,🔵 Potential
10839,233,12,537.52,44.79333333333333,12,0,⚠️  At Risk
10840,1,88,34046.45,386.89147727272723,88,1,🏆 Champions
10841,291,9,634.37,70.48555555555555,9,0,⚠️  At Risk
10842,17,43,7387.0,171.7906976744186,43,3,💛 Loyal Customers
10843,27,3,313.87,104.62333333333333,3,2,🔵 Potential
10844,1,86,34575.3,402.03837209302327,86,1,🏆 Champions
10845,94,22,2789.76,126.80727272727273,22,2,🔵 Potential
10846,1,195,63211.97,322.5100510204082,193,1,🏆 Champions
10847,21,10,776.37,77.637,10,2,🔵 Potential
10848,67,22,3392.98,154.22636363636363,22,2,🔵 Potential
10849,72,43,4817.23,112.02860465116278,43,2,🔵 Potential
10850,1,207,64502.95,311.6084541062802,205,1,🏆 Champions
10851,191,13,499.03999999999996,38.387692307692305,13,0,⚠️  At Risk
10852,13,58,10650.24,183.6248275862069,58,3,💛 Loyal Customers
10853,42,7,285.37,40.76714285714286,7,2,🔵 Potential
10854,10,71,12686.19,178.6787323943662,71,3,💛 Loyal Customers
10855,13,39,7854.59,201.3997435897436,39,3,💛 Loyal Customers
10856,3,135,52206.28,386.7131851851852,135,1,🏆 Champions
10857,63,40,4295.72,107.393,39,2,🔵 Potential
